CD_CB;CD_CB_SUP;LEVEL;LB_LEVEL;FRANCE;label
32.481;32.48;5;Niveau 5;TRUE;Garrigues à Genista scorpius, G. hispanica
32.482;32.48;5;Niveau 5;TRUE;Garrigues à Genista corsica
32.483;32.48;5;Niveau 5;FALSE;
32.49;32.4;4;Niveau 4;TRUE;Garrigues à Calicotome
32.4A;32.4;4;Niveau 4;TRUE;Garrigues à Composées
32.4A1;32.4A;5;Niveau 5;TRUE;Garrigues à Helichrysum, Santolina, Phagnalon
32.4A2;32.4A;5;Niveau 5;TRUE;Garrigues à Artemisia
32.4A3;32.4A;5;Niveau 5;TRUE;Garrigues à Inule visqueuse
32.4A4;32.4A;5;Niveau 5;TRUE;Garrigues à Composées moyennes à grandes
32.4B;32.4;4;Niveau 4;TRUE;Garrigues à Erica
32.4C;32.4;4;Niveau 4;TRUE;Garrigues à Globularia
32.4D;32.4;4;Niveau 4;TRUE;Garrigues à Helianthemum et Fumana
32.4E;32.4;4;Niveau 4;TRUE;Garrigues à grémil
32.4F;32.4;4;Niveau 4;TRUE;Garrigues à Thymelaea
32.4G;32.4;4;Niveau 4;TRUE;Garrigues à Bupleurum
32.4H;32.4;4;Niveau 4;TRUE;Garrigues à Ajonc
32.4I;32.4;4;Niveau 4;TRUE;Garrigues à Ononis fruticosa
32.4J;32.4;4;Niveau 4;FALSE;
32.4K;32.4;4;Niveau 4;FALSE;
32.5;32;3;Niveau 3;TRUE;Garrigues orientales
32.51;32.5;4;Niveau 4;FALSE;
32.52;32.5;4;Niveau 4;FALSE;
32.53;32.5;4;Niveau 4;FALSE;
32.531;32.53;5;Niveau 5;FALSE;
32.532;32.53;5;Niveau 5;FALSE;
32.533;32.53;5;Niveau 5;FALSE;
32.534;32.53;5;Niveau 5;FALSE;
32.54;32.5;4;Niveau 4;FALSE;
32.541;32.54;5;Niveau 5;FALSE;
32.542;32.54;5;Niveau 5;FALSE;
32.55;32.5;4;Niveau 4;FALSE;
32.56;32.5;4;Niveau 4;FALSE;
32.57;32.5;4;Niveau 4;FALSE;
32.571;32.57;5;Niveau 5;FALSE;
32.572;32.57;5;Niveau 5;FALSE;
32.573;32.57;5;Niveau 5;FALSE;
32.574;32.57;5;Niveau 5;FALSE;
32.58;32.5;4;Niveau 4;TRUE;Garrigues à épine du Christ
32.59;32.5;4;Niveau 4;FALSE;
32.5A;32.5;4;Niveau 4;FALSE;
32.5B;32.5;4;Niveau 4;FALSE;
32.5C;32.5;4;Niveau 4;FALSE;
32.5D;32.5;4;Niveau 4;FALSE;
32.5E;32.5;4;Niveau 4;FALSE;
32.5F;32.5;4;Niveau 4;FALSE;
32.5G;32.5;4;Niveau 4;FALSE;
32.5H;32.5;4;Niveau 4;FALSE;
32.6;32;3;Niveau 3;TRUE;Garrigues supra-méditerranéennes
32.61;32.6;4;Niveau 4;TRUE;Garrigues à Lavande vraie
32.62;32.6;4;Niveau 4;TRUE;Garrigues à Genista cinerea
32.63;32.6;4;Niveau 4;TRUE;Garrigues montagnardes à Thyms
32.64;32.6;4;Niveau 4;TRUE;Broussailles supra-méditerranéennes à Buis
32.65;32.6;4;Niveau 4;FALSE;
32.7;32;3;Niveau 3;FALSE;
32.8;32;3;Niveau 3;FALSE;
32.81;32.8;4;Niveau 4;FALSE;
32.811;32.81;5;Niveau 5;FALSE;
32.812;32.81;5;Niveau 5;FALSE;
32.813;32.81;5;Niveau 5;FALSE;
32.814;32.81;5;Niveau 5;FALSE;
32.815;32.81;5;Niveau 5;FALSE;
32.816;32.81;5;Niveau 5;FALSE;
32.82;32.8;4;Niveau 4;FALSE;
32.821;32.82;5;Niveau 5;FALSE;
32.822;32.82;5;Niveau 5;FALSE;
32.823;32.82;5;Niveau 5;FALSE;
32.83;32.8;4;Niveau 4;FALSE;
32.84;32.8;4;Niveau 4;FALSE;
32.85;32.8;4;Niveau 4;FALSE;
32.86;32.8;4;Niveau 4;FALSE;
32.87;32.8;4;Niveau 4;FALSE;
32.9;32;3;Niveau 3;TRUE;Champs d'Asphodèles, de Phlomis, de Chardons, de Ferula
32.A;32;3;Niveau 3;TRUE;Champs de Spartium junceum
33;3;2;Niveau 2;TRUE;Phryganes
33.1;33;3;Niveau 3;TRUE;Phryganes ouest méditerranéennes des sommets de falaises
33.11;33.1;4;Niveau 4;TRUE;Phryganes de la Provence calcaire
33.12;33.1;4;Niveau 4;TRUE;Phryganes de la Provence cristalline
33.13;33.1;4;Niveau 4;TRUE;Phryganes du Cap Corse
33.14;33.1;4;Niveau 4;TRUE;Phryganes du détroit de Bonifacio
33.15;33.1;4;Niveau 4;FALSE;
33.16;33.1;4;Niveau 4;FALSE;
33.2;33;3;Niveau 3;FALSE;
33.3;33;3;Niveau 3;FALSE;
33.31;33.3;4;Niveau 4;FALSE;
33.32;33.3;4;Niveau 4;FALSE;
33.33;33.3;4;Niveau 4;FALSE;
33.331;33.33;5;Niveau 5;FALSE;
33.332;33.33;5;Niveau 5;FALSE;
33.333;33.33;5;Niveau 5;FALSE;
33.34;33.3;4;Niveau 4;FALSE;
33.35;33.3;4;Niveau 4;FALSE;
33.36;33.3;4;Niveau 4;FALSE;
33.37;33.3;4;Niveau 4;FALSE;
33.38;33.3;4;Niveau 4;FALSE;
33.39;33.3;4;Niveau 4;FALSE;
33.3A;33.3;4;Niveau 4;FALSE;
33.3B;33.3;4;Niveau 4;FALSE;
33.4;33;3;Niveau 3;FALSE;
33.5;33;3;Niveau 3;FALSE;
33.6;33;3;Niveau 3;FALSE;
33.7;33;3;Niveau 3;FALSE;
33.8;33;3;Niveau 3;FALSE;
33.9;33;3;Niveau 3;TRUE;Phryganes cyrno-sardes à Genista
33.A;33;3;Niveau 3;FALSE;
34;3;2;Niveau 2;TRUE;Pelouses calcicoles sèches et steppes
34.1;34;3;Niveau 3;TRUE;Pelouses pionnières médio-européennes
34.11;34.1;4;Niveau 4;TRUE;Pelouses médio-européennes sur débris rocheux
34.111;34.11;5;Niveau 5;TRUE;Pelouses à orpins
34.112;34.11;5;Niveau 5;TRUE;Formations à Joubarbes
34.1121;34.112;6;Niveau 6;TRUE;Communautés à Sempervivum tectorum
34.1122;34.112;6;Niveau 6;FALSE;
34.1123;34.112;6;Niveau 6;FALSE;
34.113;34.11;5;Niveau 5;TRUE;Formations herbeuses sur débris rocheux
34.114;34.11;5;Niveau 5;TRUE;Communautés thérophytiques médio-européennes sur débris rocheux
34.12;34.1;4;Niveau 4;TRUE;Pelouses des sables calcaires
34.2;34;3;Niveau 3;TRUE;Pelouses métallifères de basse altitude
34.21;34.2;4;Niveau 4;FALSE;
34.22;34.2;4;Niveau 4;FALSE;
34.221;34.22;5;Niveau 5;FALSE;
34.222;34.22;5;Niveau 5;FALSE;
34.223;34.22;5;Niveau 5;FALSE;
34.23;34.2;4;Niveau 4;TRUE;Pelouses métallifères d'Europe centrale
34.3;34;3;Niveau 3;TRUE;Pelouses pérennes denses et steppes médio-européennes
34.31;34.3;4;Niveau 4;TRUE;Pelouses steppiques sub-continentales
34.311;34.31;5;Niveau 5;FALSE;
34.312;34.31;5;Niveau 5;TRUE;Pelouses steppiques de l'Europe centrale
34.3121;34.312;6;Niveau 6;TRUE;Pelouses steppiques xérophiles de l'Europe centrale
34.3122;34.312;6;Niveau 6;TRUE;Pelouses steppiques mésophiles de l'Europe centrale
34.3123;34.312;6;Niveau 6;TRUE;Pelouses steppiques à brachypode penné de l'Europe centrale
34.313;34.31;5;Niveau 5;FALSE;
34.314;34.31;5;Niveau 5;TRUE;Pelouses arides des Alpes occidentales internes
34.32;34.3;4;Niveau 4;TRUE;Pelouses calcaires sub-atlantiques semi-arides
34.321;34.32;5;Niveau 5;TRUE;Pelouses calcicoles semi-sèches nord-occidentales
34.3211;34.321;6;Niveau 6;FALSE;
34.3212;34.321;6;Niveau 6;FALSE;
34.3213;34.321;6;Niveau 6;FALSE;
34.3214;34.321;6;Niveau 6;FALSE;
34.3215;34.321;6;Niveau 6;FALSE;
34.3216;34.321;6;Niveau 6;FALSE;
34.32161;34.3216;7;Niveau 7;FALSE;
34.32162;34.3216;7;Niveau 7;FALSE;
34.32163;34.3216;7;Niveau 7;FALSE;
34.322;34.32;5;Niveau 5;TRUE;Pelouses semi-sèches médio-européennes à Bromus erectus
34.3221;34.322;6;Niveau 6;TRUE;Mesobromion mosan
34.3222;34.322;6;Niveau 6;TRUE;Mesobromion de la basse Meuse
34.3223;34.322;6;Niveau 6;FALSE;
34.3224;34.322;6;Niveau 6;FALSE;
34.3225;34.322;6;Niveau 6;TRUE;Mesobromion crétacé du Bassin parisien
34.3226;34.322;6;Niveau 6;TRUE;Mesobromion parisien tertiaire
34.3227;34.322;6;Niveau 6;TRUE;Mesobromion du Bassin parisien jurassique
34.3228;34.322;6;Niveau 6;TRUE;Mesobromion du Rhin moyen
34.3229;34.322;6;Niveau 6;TRUE;Mesobromion du Rhin supérieur
34.322A;34.322;6;Niveau 6;FALSE;
34.322B;34.322;6;Niveau 6;TRUE;Mesobromion du Jura français
34.322C;34.322;6;Niveau 6;FALSE;
34.322D;34.322;6;Niveau 6;FALSE;
34.322E;34.322;6;Niveau 6;TRUE;Mesobromion des pré-Alpes nord-occidentales
34.322F;34.322;6;Niveau 6;FALSE;
34.322G;34.322;6;Niveau 6;TRUE;Mesobromion ligérien
34.322H;34.322;6;Niveau 6;TRUE;Mesobromion aquitain
34.322I;34.322;6;Niveau 6;TRUE;Mesobromion du Quercy
34.322J;34.322;6;Niveau 6;TRUE;Mesobromion des Pyrénées occidentales
34.322K;34.322;6;Niveau 6;FALSE;
34.323;34.32;5;Niveau 5;TRUE;Pelouses semi-arides médio-européennes dominées par Brachypodium
34.324;34.32;5;Niveau 5;TRUE;Pelouses alluviales et humides du Mesobromion
34.325;34.32;5;Niveau 5;TRUE;Pelouses semi-sèches médio-européennes dominées par Sesleria
34.326;34.32;5;Niveau 5;TRUE;Mesobromion subméditerranéens
34.3261;34.326;6;Niveau 6;TRUE;Mesobromion pyrénéo-catalan
34.3262;34.326;6;Niveau 6;TRUE;Mesobromion des Corbières
34.3263;34.326;6;Niveau 6;TRUE;Mesobromion des Causses
34.3264;34.326;6;Niveau 6;TRUE;Mesobromion provençal
34.3265;34.326;6;Niveau 6;TRUE;Mesobromion des Alpes sud-occidentales
34.3266;34.326;6;Niveau 6;FALSE;
34.327;34.32;5;Niveau 5;FALSE;
34.328;34.32;5;Niveau 5;FALSE;
34.33;34.3;4;Niveau 4;TRUE;Prairies calcaires subatlantiques très sèches
34.331;34.33;5;Niveau 5;FALSE;
34.332;34.33;5;Niveau 5;TRUE;Pelouses médio-européennes du Xerobromion
34.3321;34.332;6;Niveau 6;TRUE;Xerobromion mosan
34.3322;34.332;6;Niveau 6;FALSE;
34.3323;34.332;6;Niveau 6;TRUE;Xerobromion du Bassin parisien crétacé
34.3324;34.332;6;Niveau 6;TRUE;Xerobromion du Tertiaire parisien
34.3325;34.332;6;Niveau 6;TRUE;Xerobromion du Bassin parisien jurassique
34.3326;34.332;6;Niveau 6;TRUE;Xerobromion du Rhin moyen
34.3327;34.332;6;Niveau 6;TRUE;Xerobromion du Rhin supérieur
34.3328;34.332;6;Niveau 6;TRUE;Xerobromion du Jura français
34.3329;34.332;6;Niveau 6;FALSE;
34.332A;34.332;6;Niveau 6;FALSE;
34.332B;34.332;6;Niveau 6;TRUE;Xerobromion des Préalpes du nord-ouest
34.332C;34.332;6;Niveau 6;FALSE;
34.332D;34.332;6;Niveau 6;TRUE;Xerobromion ligérien
34.332E;34.332;6;Niveau 6;TRUE;Xerobromion aquitanien
34.332F;34.332;6;Niveau 6;TRUE;Xerobromion du Quercy
34.332G;34.332;6;Niveau 6;TRUE;Xerobromion pyrénéen
34.332H;34.332;6;Niveau 6;TRUE;Xerobromion des Alpes sud-occidentales
34.332I;34.332;6;Niveau 6;FALSE;
34.34;34.3;4;Niveau 4;TRUE;Pelouses calcaréo-siliceuses de l'Europe centrale
34.341;34.34;5;Niveau 5;TRUE;Pelouses sur rochers calcaréo-siliceux
34.342;34.34;5;Niveau 5;TRUE;Pelouses sur sables légèrement calcaires
34.35;34.3;4;Niveau 4;TRUE;Pelouses à fétuque pâle
34.36;34.3;4;Niveau 4;TRUE;gazons à Brachypode de Phénicie
34.4;34;3;Niveau 3;TRUE;Lisières (ou ourlets) forestières thermophiles
34.41;34.4;4;Niveau 4;TRUE;Lisières xéro-thermophiles
34.42;34.4;4;Niveau 4;TRUE;Lisières mésophiles
34.5;34;3;Niveau 3;TRUE;Pelouses méditerranéennes xériques
34.51;34.5;4;Niveau 4;TRUE;Pelouses xériques de la Méditerranée occidentale
34.511;34.51;5;Niveau 5;TRUE;Pelouses du Brachypodietum retusi
34.512;34.51;5;Niveau 5;TRUE;Steppe de la Crau
34.513;34.51;5;Niveau 5;TRUE;Communautés méditerranéennes annuelles sur sols superficiels
34.5131;34.513;6;Niveau 6;TRUE;Communautés annuelles calciphiles de l'ouest méditerranéen
34.5132;34.513;6;Niveau 6;FALSE;
34.5133;34.513;6;Niveau 6;FALSE;
34.5134;34.513;6;Niveau 6;FALSE;
34.5135;34.513;6;Niveau 6;FALSE;
34.5136;34.513;6;Niveau 6;FALSE;
34.5137;34.513;6;Niveau 6;FALSE;
34.514;34.51;5;Niveau 5;TRUE;Arènes dolomitiques des Causses
34.52;34.5;4;Niveau 4;TRUE;Pâtures pérennes du sud-ouest méditerranéen
34.53;34.5;4;Niveau 4;FALSE;
34.531;34.53;5;Niveau 5;FALSE;
34.532;34.53;5;Niveau 5;FALSE;
34.6;34;3;Niveau 3;TRUE;Steppes méditerranéennes à Graminées
34.61;34.6;4;Niveau 4;FALSE;
34.62;34.6;4;Niveau 4;FALSE;
34.621;34.62;5;Niveau 5;FALSE;
34.622;34.62;5;Niveau 5;FALSE;
34.623;34.62;5;Niveau 5;FALSE;
34.63;34.6;4;Niveau 4;TRUE;Steppes à Stipa, Ampelodesmos, Andropogon, fétuque
34.631;34.63;5;Niveau 5;FALSE;
34.632;34.63;5;Niveau 5;TRUE;Steppes méditerranéennes à Stipa
34.633;34.63;5;Niveau 5;FALSE;
34.634;34.63;5;Niveau 5;TRUE;Steppes à Andropogon
34.635;34.63;5;Niveau 5;FALSE;
34.6351;34.635;6;Niveau 6;FALSE;
34.6352;34.635;6;Niveau 6;FALSE;
34.6353;34.635;6;Niveau 6;FALSE;
34.7;34;3;Niveau 3;TRUE;Pelouses méditerranéo-montagnardes
34.71;34.7;4;Niveau 4;TRUE;Steppes méditerranéo-montagnardes
34.711;34.71;5;Niveau 5;TRUE;Steppes méditerranéo-montagnardes à Stipa
34.7111;34.711;6;Niveau 6;TRUE;Steppes à Stipa des Causses
34.7112;34.711;6;Niveau 6;TRUE;Steppes à Stipa de haute-Provence
34.712;34.71;5;Niveau 5;TRUE;Pelouses méditerranéo-montagnardes à Sesleria
34.713;34.71;5;Niveau 5;TRUE;Steppes méditerranéo-montagnardes à Festuca-Koeleria
34.7131;34.713;6;Niveau 6;TRUE;Pelouses rases des Causses à Festuca
34.7132;34.713;6;Niveau 6;TRUE;Pelouses rases des Causses à Carex-Anthyllis
34.7133;34.713;6;Niveau 6;TRUE;Steppes méditerranéo-montagnardes franco-ibériennes
34.714;34.71;5;Niveau 5;TRUE;Steppes méditerranéo-montagnardes à Artemisia
34.72;34.7;4;Niveau 4;TRUE;Steppes supra-méditerranéennes et prairies à Aphyllanthes
34.721;34.72;5;Niveau 5;TRUE;Pelouses à Aphyllanthes
34.722;34.72;5;Niveau 5;FALSE;
34.73;34.7;4;Niveau 4;FALSE;
34.74;34.7;4;Niveau 4;FALSE;
34.741;34.74;5;Niveau 5;FALSE;
34.742;34.74;5;Niveau 5;FALSE;
34.743;34.74;5;Niveau 5;FALSE;
34.744;34.74;5;Niveau 5;FALSE;
34.75;34.7;4;Niveau 4;FALSE;
34.8;34;3;Niveau 3;TRUE;Pelouses méditerranéennes subnitrophiles
34.81;34.8;4;Niveau 4;TRUE;Groupements méditerranéens subnitrophiles de graminées
34.82;34.8;4;Niveau 4;FALSE;
34.83;34.8;4;Niveau 4;FALSE;
34.84;34.8;4;Niveau 4;FALSE;
35;3;2;Niveau 2;TRUE;Pelouses silicicoles sèches
35.1;35;3;Niveau 3;TRUE;Pelouses atlantiques à Nard raide et groupements apparentés
35.11;35.1;4;Niveau 4;TRUE;Gazons à Nard raide
35.12;35.1;4;Niveau 4;TRUE;Pelouses à Agrostis-Festuca
35.13;35.1;4;Niveau 4;TRUE;Pelouses à canche flexueuse
35.14;35.1;4;Niveau 4;TRUE;Pelouses intraforestières à Calamagrostis epigejos
35.15;35.1;4;Niveau 4;TRUE;Pelouses à laîche des sables
35.2;35;3;Niveau 3;TRUE;Pelouses siliceuses ouvertes médio-européennes
35.21;35.2;4;Niveau 4;TRUE;Prairies siliceuses à annuelles naines
35.22;35.2;4;Niveau 4;TRUE;Pelouses siliceuses ouvertes pérennes
35.23;35.2;4;Niveau 4;TRUE;Pelouses à Corynephorus
35.3;35;3;Niveau 3;TRUE;Pelouses siliceuses méditerranéennes
35.4;35;3;Niveau 3;TRUE;Communautés annuelles méditerranéennes des sables profonds
35.5;35;3;Niveau 3;FALSE;
35.6;35;3;Niveau 3;FALSE;
35.7;35;3;Niveau 3;TRUE;Pelouses méditerranéo-montagnardes
35.71;35.7;4;Niveau 4;FALSE;
35.72;35.7;4;Niveau 4;FALSE;
35.73;35.7;4;Niveau 4;FALSE;
36;3;2;Niveau 2;TRUE;Pelouses alpines et subalpines
36.1;36;3;Niveau 3;TRUE;Communautés des combes à neige
36.11;36.1;4;Niveau 4;TRUE;Communautés des combes à neige acidiphiles
36.111;36.11;5;Niveau 5;TRUE;Communautés acidiphiles des combes à neige alpines
36.1111;36.111;6;Niveau 6;TRUE;Communautés acidiphiles des combes à neige alpines à mousses
36.1112;36.111;6;Niveau 6;TRUE;Communautés acidiphiles des combes à neige alpines à Saule nain
36.1113;36.111;6;Niveau 6;TRUE;Communautés acidiphiles de combes à neige alpines à Carex-Gnaphalium
36.112;36.11;5;Niveau 5;FALSE;
36.1121;36.112;6;Niveau 6;FALSE;
36.1122;36.112;6;Niveau 6;FALSE;
36.1123;36.112;6;Niveau 6;FALSE;
36.1124;36.112;6;Niveau 6;FALSE;
36.1125;36.112;6;Niveau 6;FALSE;
36.12;36.1;4;Niveau 4;TRUE;Communautés de combes à neige sur substrats calcaires
36.121;36.12;5;Niveau 5;TRUE;Communautés des combes à neige sur calcaires à Arabis-Gnaphalium
36.122;36.12;5;Niveau 5;TRUE;Communautés des combes à neige sur calcaires, à Saules en espaliers
36.2;36;3;Niveau 3;TRUE;Communautés des affleurements et rochers désagrégés alpins
36.3;36;3;Niveau 3;TRUE;Pelouses acidiphiles alpines et subalpines
36.31;36.3;4;Niveau 4;TRUE;Gazons à Nard raide et groupements apparentés
36.311;36.31;5;Niveau 5;TRUE;Nardaies mésophiles pyrénéo-alpines
36.312;36.31;5;Niveau 5;TRUE;Nardaies pyrénéo-alpines hygrophiles
36.313;36.31;5;Niveau 5;TRUE;Pelouses pyrénéo-alpines hygrophiles à Vulpins
36.314;36.31;5;Niveau 5;TRUE;Pelouses pyrénéennes fermées à Festuca eskia
36.315;36.31;5;Niveau 5;TRUE;Pelouses pyrénéennes à Poa violacea
36.316;36.31;5;Niveau 5;TRUE;Nardaies sommitales hercyniennes
36.3161;36.316;6;Niveau 6;TRUE;Nardaies sommitales des Hautes-Chaumes
36.3162;36.316;6;Niveau 6;TRUE;Gazons sommitaux de la Forêt noire à Nard raide
36.3163;36.316;6;Niveau 6;FALSE;
36.3164;36.316;6;Niveau 6;FALSE;
36.32;36.3;4;Niveau 4;FALSE;
36.321;36.32;5;Niveau 5;FALSE;
36.322;36.32;5;Niveau 5;FALSE;
36.3221;36.322;6;Niveau 6;FALSE;
36.3222;36.322;6;Niveau 6;FALSE;
36.3223;36.322;6;Niveau 6;FALSE;
36.323;36.32;5;Niveau 5;FALSE;
36.324;36.32;5;Niveau 5;FALSE;
36.33;36.3;4;Niveau 4;TRUE;Pelouses siliceuses thermophiles subalpines
36.331;36.33;5;Niveau 5;TRUE;Pelouses à Festuca paniculata
36.3311;36.331;6;Niveau 6;TRUE;Pelouses xérophiles des versants rocailleux à Festuca paniculata
36.3312;36.331;6;Niveau 6;TRUE;Pelouses mésophiles des sols profonds à Festuca paniculata
36.332;36.33;5;Niveau 5;TRUE;Pelouses en gradins à Festuca eskia
36.333;36.33;5;Niveau 5;TRUE;Pelouses en gradins à Festuca varia
36.34;36.3;4;Niveau 4;TRUE;Pelouses à laîche courbée et communautés apparentées
36.341;36.34;5;Niveau 5;TRUE;Pelouses à Carex curvula
36.342;36.34;5;Niveau 5;TRUE;Pelouses à Festuca halleri
36.343;36.34;5;Niveau 5;TRUE;Pelouses à Festuca airoides
36.344;36.34;5;Niveau 5;TRUE;Pelouses à Festuca borderei
36.345;36.34;5;Niveau 5;TRUE;Pelouses à Oreochloa disticha de l'Allgau
36.346;36.34;5;Niveau 5;FALSE;
36.347;36.34;5;Niveau 5;FALSE;
36.35;36.3;4;Niveau 4;FALSE;
36.351;36.35;5;Niveau 5;FALSE;
36.352;36.35;5;Niveau 5;FALSE;
36.353;36.35;5;Niveau 5;FALSE;
36.354;36.35;5;Niveau 5;FALSE;
36.36;36.3;4;Niveau 4;FALSE;
36.361;36.36;5;Niveau 5;FALSE;
36.3611;36.361;6;Niveau 6;FALSE;
36.3612;36.361;6;Niveau 6;FALSE;
36.3613;36.361;6;Niveau 6;FALSE;
36.3614;36.361;6;Niveau 6;FALSE;
36.3615;36.361;6;Niveau 6;FALSE;
36.3616;36.361;6;Niveau 6;FALSE;
36.3617;36.361;6;Niveau 6;FALSE;
36.3618;36.361;6;Niveau 6;FALSE;
36.3619;36.361;6;Niveau 6;FALSE;
36.362;36.36;5;Niveau 5;FALSE;
36.3621;36.362;6;Niveau 6;FALSE;
36.3622;36.362;6;Niveau 6;FALSE;
36.37;36.3;4;Niveau 4;TRUE;Pelouses des hautes montagnes corses
36.371;36.37;5;Niveau 5;TRUE;Pelouses écorchées en gradins, oro-méditerranéennes de Corse
36.372;36.37;5;Niveau 5;TRUE;Nardaies des pozzines corses
36.373;36.37;5;Niveau 5;TRUE;Pelouses alpines corses des adrets
36.374;36.37;5;Niveau 5;TRUE;Pelouses alpines des ubacs corses
36.38;36.3;4;Niveau 4;FALSE;
36.381;36.38;5;Niveau 5;FALSE;
36.382;36.38;5;Niveau 5;FALSE;
36.4;36;3;Niveau 3;TRUE;Pelouses calcicoles alpines et subalpines
36.41;36.4;4;Niveau 4;TRUE;Pelouses à laîche ferrugineuse et communautés apparentées
36.411;36.41;5;Niveau 5;TRUE;Pelouses mésophiles à laîche sempervirente
36.4111;36.411;6;Niveau 6;TRUE;Pelouses à laîche sempervirente des Alpes
36.4112;36.411;6;Niveau 6;TRUE;Pelouses pyrénéennes à laîche sempervirente
36.412;36.41;5;Niveau 5;TRUE;Pelouses à laîche ferrugineuse septentrionales
36.413;36.41;5;Niveau 5;FALSE;
36.414;36.41;5;Niveau 5;TRUE;Pelouses à fétuque violette et communautés apparentées
36.4141;36.414;6;Niveau 6;TRUE;Pelouses alpines à fétuque violette
36.4142;36.414;6;Niveau 6;TRUE;Pelouses pyrénéennes à fétuque noircissante
36.4143;36.414;6;Niveau 6;FALSE;
36.415;36.41;5;Niveau 5;FALSE;
36.416;36.41;5;Niveau 5;TRUE;Pelouses sommitales du Jura
36.42;36.4;4;Niveau 4;TRUE;Pelouses des crêtes à Elyna
36.421;36.42;5;Niveau 5;TRUE;Pelouses alpines à Elyna
36.422;36.42;5;Niveau 5;TRUE;Pelouses pyrénéennes à Elyna
36.423;36.42;5;Niveau 5;FALSE;
36.424;36.42;5;Niveau 5;FALSE;
36.43;36.4;4;Niveau 4;TRUE;Pelouses en gradins et en guirlandes
36.431;36.43;5;Niveau 5;TRUE;Versants à Seslérie et Laîches sempervirentes
36.4311;36.431;6;Niveau 6;TRUE;Pelouses alpines à Seslérie et Laîche sempervirente
36.4312;36.431;6;Niveau 6;TRUE;Pelouses à Seslérie et Laîche sempervirente du Jura
36.432;36.43;5;Niveau 5;TRUE;Pelouses à Avoine et Seslérie des Alpes méridionales
36.433;36.43;5;Niveau 5;TRUE;Tapis de laîches en coussinets
36.434;36.43;5;Niveau 5;TRUE;Pelouses pyrénéennes à Festuca gautieri
36.435;36.43;5;Niveau 5;FALSE;
36.436;36.43;5;Niveau 5;FALSE;
36.437;36.43;5;Niveau 5;FALSE;
36.44;36.4;4;Niveau 4;TRUE;Communautés alpines métallifères
36.5;36;3;Niveau 3;TRUE;Prairies alpines et subalpines fertilisées
36.51;36.5;4;Niveau 4;TRUE;Prairies subalpines à Trisetum flavescens
36.52;36.5;4;Niveau 4;TRUE;Pâturages à Liondent hispide
37;3;2;Niveau 2;TRUE;Prairies humides et mégaphorbiaies
37.1;37;3;Niveau 3;TRUE;Communautés à Reine des prés et communautés associées
37.2;37;3;Niveau 3;TRUE;Prairies humides eutrophes
37.21;37.2;4;Niveau 4;TRUE;Prairies humides atlantiques et subatlantiques
37.211;37.21;5;Niveau 5;TRUE;Prairies humides à cirse des maraîchers
37.212;37.21;5;Niveau 5;TRUE;Prairies humides à Trolle et Cirse des ruisseaux
37.213;37.21;5;Niveau 5;TRUE;Prairies à Canche cespiteuse
37.214;37.21;5;Niveau 5;TRUE;Prairies à Séneçon aquatique
37.215;37.21;5;Niveau 5;TRUE;Prairies à Renouée bistorte
37.216;37.21;5;Niveau 5;TRUE;Prairies à Jonc filiforme
37.217;37.21;5;Niveau 5;TRUE;Prairies à Jonc diffus
37.218;37.21;5;Niveau 5;TRUE;Prairies à Jonc subnoduleux
37.219;37.21;5;Niveau 5;TRUE;Prairies à Scirpe des bois
37.22;37.2;4;Niveau 4;TRUE;Prairies à Jonc acutiflore
37.23;37.2;4;Niveau 4;TRUE;Prairies subcontinentales à Cnidium
37.24;37.2;4;Niveau 4;TRUE;Prairies à Agropyre et Rumex
37.241;37.24;5;Niveau 5;TRUE;Pâtures à grand jonc
37.242;37.24;5;Niveau 5;TRUE;Pelouses à Agrostide stolonifère et Fétuque faux roseau
37.25;37.2;4;Niveau 4;TRUE;Prairies humides de transition à hautes herbes
37.3;37;3;Niveau 3;TRUE;Prairies humides oligotrophes
37.31;37.3;4;Niveau 4;TRUE;Prairies à Molinie et communautés associées
37.311;37.31;5;Niveau 5;TRUE;Prairies à Molinie sur calcaires
37.312;37.31;5;Niveau 5;TRUE;Prairies à Molinie acidiphiles
37.32;37.3;4;Niveau 4;TRUE;Prairies à Jonc rude et pelouses humides à Nard
37.4;37;3;Niveau 3;TRUE;Prairies humides méditerranéennes à grandes herbes
37.5;37;3;Niveau 3;TRUE;Prairies humides méditerranéennes rases
37.6;37;3;Niveau 3;FALSE;
37.61;37.6;4;Niveau 4;FALSE;
37.62;37.6;4;Niveau 4;FALSE;
37.7;37;3;Niveau 3;TRUE;Lisières humides à grandes herbes
37.71;37.7;4;Niveau 4;TRUE;Voiles des cours d'eau
37.711;37.71;5;Niveau 5;TRUE;Communautés fluviales à Angelica archangelica
37.712;37.71;5;Niveau 5;TRUE;Communautés fluviales à Angelica heterocarpa
37.713;37.71;5;Niveau 5;TRUE;Ourlets à Althaea officinalis
37.714;37.71;5;Niveau 5;TRUE;Communautés riveraines à Pétasites
37.715;37.71;5;Niveau 5;TRUE;Ourlets riverains mixtes
37.72;37.7;4;Niveau 4;TRUE;Franges des bords boisés ombragés
37.8;37;3;Niveau 3;TRUE;Mégaphorbiaies alpines et subalpines
37.81;37.8;4;Niveau 4;TRUE;Mégaphorbiaies des montagnes hercyniennes, du Jura et des Alpes
