CD_EUNIS;CD_EUNIS_SUP;LEVEL;LB_LEVEL;France_av;FRANCE;LB_EUNIS_FR;DESCRIPTION_FR;label
E1.281;E1.28;5;Niveau 5;FALSE;TRUE;Pelouses des rochers calcaréo-siliceux hercyniennes;Communautés rupicoles colonisant en particulier les anfractuosités et les saillies des pentes rocheuses et des falaises calcaréo-siliceuses, avec, notamment, [Festuca heteropachys], [Artemisia campestris], [Aster linosyris], [Lychnis viscaria], [Potentilla rupestris]. L'aire de répartition de ces formations a pour centre les massifs hercyniens de l'Allemagne moyenne (principalement les vallées du Rhin, de la Nahe, de la Moselle, du Mainz et la périphérie du Hartz), et s'étend à l'est jusqu'au bassin de Bohême, à l'ouest jusqu'en Alsace et à des stations excentrées extrêmement rares et isolés dans les vallées ardennaises du Luxembourg, de la Belgique et de la France, où elles sont représentées par des pelouses à [Festuca heteropachys] ou [Potentilla rupestris].;Hercynian calcaro-siliceous stony grasslands
E1.282;E1.28;5;Niveau 5;FALSE;TRUE;Pelouses sur sables calcaréo-siliceux d’Europe centrale;Communautés pérennes fermées des sables légèrement calcaires du nord et de l’ouest de l’Europe centrale et du nord de l’Europe orientale, caractéristiques, en particulier, des vieilles dunes riveraines et des collines morainiques, avec [Armeria elongata], [Festuca trachyphylla], [Sedum sexangulare], [Carex ligerica], [Helichrysum arenarium]. Ces formations sont le mieux représentées dans les systèmes dunaires des fleuves et rivières d’Europe centrale, notamment le Weser, l’Aller, l’Elbe, l’Oder, la Vistule, le Bug, la Narva, dans les collines morainiques de la plaine baltique de Mecklembourg-Poméranie, du Brandebourg et de Pologne et Lituanie, les sables du Main en Franconie et dans le bassin de Bohême. Ces formations s’étendent à l’ouest jusqu’aux zones fluviatiles des Pays-Bas, et à l’est jusqu’en Polésie, en Lituanie et au nord-ouest de la Russie, au sud jusqu’aux bancs sableux du haut Rhin et au plateau bavarois.;Central European calcaro-siliceous sand grasslands
E1.2821;E1.282;6;Niveau 6;FALSE;FALSE;;;Calcicline Central European sand grasslands
E1.2822;E1.282;6;Niveau 6;FALSE;TRUE;Pelouses sur sables acidoclines d’Europe centrale;Communautés fermées, pérennes, des sables stabilisés acidoclines du nord et de l’ouest de l’Europe centrale et du nord de l’Europe orientale, avec [Armeria elongata], [Festuca trachyphylla], [Dianthus deltoides], [Helichrysum arenarium], [Vicia lathyroides], [Chondrilla juncea], [Hieracium pilosella].;Acidocline Central European sand grasslands
E1.2823;E1.282;6;Niveau 6;FALSE;FALSE;;;Substabilised Central European sand grasslands
E1.29;E1.2;4;Niveau 4;FALSE;TRUE;Pelouses à [Festuca pallens];Pelouses xériques thermophiles subcontinentales des corniches rocheuses des collines médio-européennes, dominées principalement par les fortes touffes de la glauque [Festuca pallens], de [Festuca sadlerana] et de [Festuca pannonica] et les touffes vertes de [Sesleria albicans], accompagnées de [Dianthus gratianopolitanus], [Melica ciliata], [Aster alpinus], [Artemisia campestris ssp. lednicensis], [Hieracium] spp., [Biscutella laevigata ssp. varia], [Teucrium botrys], [Teucrium montanum], [Helianthemum canum], [Iris aphylla], [Allium strictum], [Allium senescens ssp. montanum]. Ces pelouses sont localement réparties du Jura français et de la vallée du Rhin jusqu’au piémont des collines subpannoniennes et jusqu’aux Carpates en Roumanie. Les communautés du [Festucion pallescentis] occupent souvent des stations isolées et abritent des espèces rares ou relictes, qui confèrent à nombre d'entre elles un caractère biogéographique et physionomique bien distinct. En particulier, des stations excentrées occidentales rares et très disjointes se trouvent dans le bassin mosan des Ardennes belge et française, et hébergent, entre autres, des populations très isolées de [Draba aizoides] var. [montana], [Artemisia alba] ssp. [saxatilis] et [Hieracium vogesiacum].;[Festuca pallens] grassland
E1.291;E1.29;5;Niveau 5;TRUE;FALSE;;;Calci-orophile pale fescue grasslands
E1.2911;E1.291;6;Niveau 6;TRUE;FALSE;;;Dealpine calciphile pale fescue grasslands
E1.29111;E1.2911;7;Niveau 7;TRUE;FALSE;;;Peri-Alpine feathergrass rock grasslands
E1.29112;E1.2911;7;Niveau 7;TRUE;FALSE;;;Peri-Alpine blue moorgrass rock grasslands
E1.29113;E1.2911;7;Niveau 7;TRUE;FALSE;;;Peri-Carpathian dealpine rock grasslands
E1.29114;E1.2911;7;Niveau 7;TRUE;FALSE;;;Pannonic [Sesleria sadleriana] rock grasslands
E1.29115;E1.2911;7;Niveau 7;FALSE;FALSE;;;Bohemian dealpine rock grasslands
E1.2912;E1.291;6;Niveau 6;FALSE;FALSE;;;East Carpathian [Sesleria rigida] grasslands
E1.292;E1.29;5;Niveau 5;FALSE;TRUE;Pelouses calciclines à Fétuque pâle;Pelouses xérothermophiles subcontinentales, des corniches rocheuses collinéennes ensoleillées d’Europe centrale, calcaires ou faiblement calcaires. Dans les régions péripannoniennes et péri-alpines, où elles sont en contact avec des communautés de l'unité E1.291, elles occupent des stations caractérisées par un microclimat plus chaud et plus sec, en particulier sur des adrets.;Calcicline pale fescue grasslands
E1.2921;E1.292;6;Niveau 6;FALSE;TRUE;Pelouses calciclines périhercyniennes à Fétuque pâle;Pelouses de corniche du Jura français, suisse, souabe, franconien et de Petite Pologne, des massifs hercyniens centraux, du bassin moyen-allemand de la Saale et de la Mulde, du bassin de Bohême, des Pieniny, du plateau bavarois, développées sur des calcaires coquilliers, des dolomies, des porphyres, des basaltes, des schistes et parfois des serpentines. Avec [Dianthus gratianopolitanus], [Festuca pallens], [Stipa bavarica], [Stipa eriocaulis], [Stipa joannis], [Poa badensis], [Melica ciliata], [Carex humilis], [Dracocephalum austriacum], [Campanula sibirica], [Minuartia setacea], [Fumana procumbens], [Helianthemum canum], [Pulsatilla grandis], [Scorzonera austriaca], [Teucrium montanum], [Seseli hippomarathrum] et des espèces locales du genre [Hieracium], dont [Hieracium bifidum], [Hieracium schmidtii], [Hieracium wiesbaurianum], [Hieracium onosmoides].;Peri-Hercynian calcicline pale fescue grasslands
E1.2922;E1.292;6;Niveau 6;FALSE;FALSE;;;Circum-Pannonic calcicline pale fescue grasslands
E1.29221;E1.2922;7;Niveau 7;FALSE;FALSE;;;Pre-Carpathian pale fescue grasslands
E1.292211;E1.29221;8;Niveau 8;TRUE;FALSE;;;Pre-Carpathian Baden meadowgrass pale fescue grasslands
E1.292212;E1.29221;8;Niveau 8;TRUE;FALSE;;;Pre-Carpathian [Sesleria hungarica] grasslands
E1.29222;E1.2922;7;Niveau 7;FALSE;FALSE;;;Central Pannonic pale fescue grasslands
E1.292221;E1.29222;8;Niveau 8;FALSE;FALSE;;;Pannonic dwarf sedge pale fescue grasslands
E1.292222;E1.29222;8;Niveau 8;FALSE;FALSE;;;Pannonic seseli pale fescue grasslands
E1.292223;E1.29222;8;Niveau 8;FALSE;FALSE;;;Pannonic brome pale fescue grasslands
E1.292224;E1.29222;8;Niveau 8;TRUE;FALSE;;;Pannonic cinquefoil pale fescue grasslands
E1.29223;E1.2922;7;Niveau 7;FALSE;FALSE;;;Pre-Dacic pale fescue grasslands
E1.293;E1.29;5;Niveau 5;FALSE;FALSE;;;Acidocline pale fescue grasslands
E1.2931;E1.293;6;Niveau 6;FALSE;FALSE;;;Hercynian siliceous pale fescue grasslands
E1.2932;E1.293;6;Niveau 6;FALSE;FALSE;;;Circum-Pannonic siliceous pale fescue grasslands
E1.29321;E1.2932;7;Niveau 7;FALSE;FALSE;;;Pannonic siliceous spleenwort-melick rock grasslands
E1.29322;E1.2932;7;Niveau 7;TRUE;FALSE;;;Pannonic [Festuca pseudodalmatica] rock grasslands
E1.29323;E1.2932;7;Niveau 7;FALSE;FALSE;;;Transylvanian [Festuca pseudodalmatica] rock grasslands
E1.29324;E1.2932;7;Niveau 7;TRUE;FALSE;;;Pannonic meadowgrass pale fescue grasslands
E1.3;E1;3;Niveau 3;FALSE;TRUE;Pelouses xériques méditerranéennes;Pelouses méso- et thermoméditerranéennes xérophiles, généralement ouvertes, avec de petites graminées pérennes, riches en thérophytes. Communautés thérophytiques des sols oligotrophes sur des substrats riches en bases, souvent calcaires, par exemple, végétation de la classe des [Thero-Brachypodietea].;Mediterranean xeric grassland
E1.31;E1.3;4;Niveau 4;TRUE;TRUE;Pelouses xériques ouest-méditerranéennes;Pelouses méso- et thermoméditerranéennes xérophiles, avec de petites graminées pérennes et des communautés thérophytiques des sols oligotrophes sur des substrats riches en bases de l’Espagne, du sud de la France, des grandes îles de la Méditerranée occidentale, de l’Italie et de l’Afrique du nord méditerranéenne.;West Mediterranean xeric grassland
E1.311;E1.31;5;Niveau 5;FALSE;TRUE;Pelouses à Brachypode rameux;Pelouses dominées par [Brachypodium retusum], avec de nombreux thérophytes et géophytes, alternant souvent en forme de mosaïque avec des garrigues, ou occupant leurs clairières.;Retuse torgrass swards
E1.312;E1.31;5;Niveau 5;TRUE;TRUE;Steppes de la Crau;Pelouses ouvertes des coussous couvrant encore des étendues vastes mais en diminution de la Crau, delta fossile de la Durance, avec [Brachypodium retusum], [Stipa capillata], [Dichanthium ischaemum], [Elymus caput-medusae], [Thymus vulgaris], [Bellis sylvestris], [Asphodelus fistulosus], [Euphorbia seguierana], [Linum gallicum], [Salvia multifida], [Bufonia macrosperma]. Ces communautés hébergent une faune d’une exceptionnelle originalité.;Crau steppe
E1.313;E1.31;5;Niveau 5;FALSE;TRUE;Communautés méditerranéennes annuelles des sols superficiels;Formations à floraison printanière et à dessiccation estivale, constituées de thérophytes développées sur des sols superficiels, riches en bases, souvent calcaires, dans les zones mésoméditerranéennes et thermoméditerranéennes du bassin méditerranéen. Elles se composent de graminées annuelles telles que [Bromus fasciculatus], [Brachypodium distachyon], [Lagurus ovatus], [Stipa capensis], [Parapholis incurva], [Hainardia cylindrica], [Echinaria todaroana], [Desmazeria marina], [Desmazeria sicula], [Desmazeria zwierleinii], [Lamarckia aurea], [Narduroides salzmannii], [Vulpia unilateralis], [Ctenopsis gypsophila], de quelques graminées pérennes (par exemple [Koeleria splendens], [Dactylis hispanica]) et de nombreuses plantes à fleurs, dont un bon nombre d’annuelles, et une quantité très significative d'espèces endémiques à répartition restreinte. Parmi les espèces caractéristiques, on trouve [Silene tridentata], [Silene neglecta], [Silene sedoides], [Paronychia argentea], [Arenaria capillipes], [Ionopsidium prolongoi], [Erophila verna], [Astragalus sesameus], [Ononis ornithopodioides], [Ononis oligophylla], [Ononis sieberi], [Onobrychis aequidentata], [Trigonella monspeliaca], [Trigonella polyceratia], [Plantago albicans], [Plantago coronopus], [Plantago afra], [Plantago amplexicaulis], [Plantago notata], [Plantago ovata], [Polygala monspeliaca], [Convolvulus lineatus], [Eryngium dichotomum], [Eryngium triquetrum], [Eryngium ilicifolium], [Hedysarum spinosissimum], [Callipeltis cucullaris], [Catananche lutea], [Daucus aureus], [Daucus lopadusanus], [Daucus bocconei], [Nigella arvensis], [Scorzonera laciniata], [Lavatera agrigentina], [Scabiosa parviflora], [Anthemis muricata], [Senecio leucanthemifolius], [Limonium calcarae], [Limonium echioides], [Limonium erinus], [Limonium thouinii], [Campanula fastigiata], [Campanula erinus], [Erodium pulverulentum], [Iberis fontqueri], [Viola demetria], [Arabis verna], [Brassica souliei], [Aster sorrentinii], [Asteriscus aquaticus], [Echium parviflorum], [Bellis annua], [Matricaria aurea], [Linaria reflexa], [Linaria pseudolaxiflora], [Linaria amethystea], [Linaria huteri], [Linaria platycalyx], [Linaria saturejoides], [Linaria clementei], [Filago cossyrensis], [Valantia calva], [Sedum litoreum], [Sedum caeruleum], [Sedum stellatum], [Saxifraga tridactylites], [Hornungia petraea], [Parietaria cretica], [Biscutella lyrata], [Anagallis monelli], [Fedia cornucopiae], [Evax pygmaea], [Jasione penicillata], [Andryala ragusina], [Allium pallens ssp. siciliense], [Allium agrigentinum], [Allium chamaemoly]. Diverses combinaisons des espèces ci-dessus entrent dans la constitution de nombreux groupements distincts, souvent éphémères et très locaux, restreints à de petites surfaces parmi d’autres formations ou dans les clairières de celles-ci. Les pâturages les plus largement répandus dominés par les graminées annuelles sont pour la plupart subnitrophiles et doivent être classés de préférence en E1.6.;Mediterranean annual communities of shallow soils
E1.3131;E1.313;6;Niveau 6;FALSE;TRUE;Communautés annuelles calciphiles ouest-méditerranéennes;Formations calciphiles thermo-, méso- et occasionnellement supraméditerranéennes de graminées annuelles à floraison printanière et à dessiccation estivale et de plantes à fleurs des régions méditerranéennes de la France, de l’Italie et de la péninsule Ibérique.;Western Mediterranean calciphile annual communities
E1.3132;E1.313;6;Niveau 6;FALSE;FALSE;;;Southeastern Iberian pre-desert annual communities
E1.3133;E1.313;6;Niveau 6;FALSE;FALSE;;;Iberian gypsum annual communities
E1.3134;E1.313;6;Niveau 6;FALSE;FALSE;;;Andalusian magnesium annual communities
E1.3135;E1.313;6;Niveau 6;FALSE;FALSE;;;Sicilian saxicolous annual communities
E1.3136;E1.313;6;Niveau 6;FALSE;FALSE;;;Northern Sicilian aster annual communities
E1.3137;E1.313;6;Niveau 6;TRUE;FALSE;;;Calabro-Sicilian esparto annual communities
E1.314;E1.31;5;Niveau 5;FALSE;TRUE;Arènes dolomitiques des Causses;Formations très ouvertes de la zone steppique supraméditerranéenne des Causses (unité E1.51), colonisant des depôts locaux de sables dolomitiques. Ces formations sont caractérisées par [Armeria girardii] ([Armeria juncea]), [Arenaria aggregata], [Helianthemum pilosum], [Sedum ochroleucum], [Alkanna tinctoria], [Alyssum serpyllifolium], [Helichrysum stoechas], [Silene otites], [Aster alpinus], [Festuca christianii-bernardii], [Corynephorus canescens], [Phleum arenarium].;Causse dolomitic arenas
E1.32;E1.3;4;Niveau 4;TRUE;FALSE;;;Southwestern Mediterranean perennial pastures
E1.33;E1.3;4;Niveau 4;TRUE;FALSE;;;East Mediterranean xeric grassland
E1.331;E1.33;5;Niveau 5;TRUE;FALSE;;;Eastern retuse torgrass swards
E1.332;E1.33;5;Niveau 5;TRUE;FALSE;;;Helleno-Balkanic short grass and therophyte communities
E1.333;E1.33;5;Niveau 5;TRUE;FALSE;;;Asio-Mediterranean short grass and therophyte communities
E1.4;E1;3;Niveau 3;TRUE;TRUE;Steppes méditerranéennes à grandes graminées et [Artemisia];Formations méso-, thermo- et parfois supraméditerranéennes du bassin méditerranéen, à physionomie dominée par de grandes graminées, entre lesquelles peuvent se développer des groupements d’annuelles ou parfois de chaméphytes. L’unité comprend les formations silicicoles aussi bien que basophiles. Dans la région méditerranéenne proprement dite, elles sont surtout caractéristiques de la péninsule Ibérique et de la façade méditerranéenne d’Anatolie, avec des représentations locales dans le sud de la Provence, en Sardaigne, dans le sud de la péninsule italienne, en Sicile et en Grèce. Dans les régions semi-arides entre la Méditerranée et les déserts d’Asie occidentale, elles dominent le paysage, formant une ceinture steppique où les buissons bas d’[Artemisia] peuvent être prédominants.;Mediterranean tall-grass and [Artemisia] steppes
E1.41;E1.4;4;Niveau 4;TRUE;FALSE;;;[Stipa tenacissima] steppes
E1.42;E1.4;4;Niveau 4;FALSE;FALSE;;;[Lygeum spartum] steppes
E1.421;E1.42;5;Niveau 5;FALSE;FALSE;;;Iberian esparto steppes
E1.422;E1.42;5;Niveau 5;FALSE;FALSE;;;Central Mediterranean esparto steppes
E1.423;E1.42;5;Niveau 5;FALSE;FALSE;;;Cretan esparto steppes
E1.43;E1.4;4;Niveau 4;FALSE;TRUE;Steppes méditerranéennes dominées par de grandes graminées autres que [Stipa tenacissima] ou [Lygeum spartum];Steppes méditerranéennes à grandes graminées dominées par des espèces autres que [Stipa tenacissima] ou [Lygeum spartum].;Mediterranean steppes dominated by tall grasses other than [Stipa tenacissima] or [Lygeum spartum]
E1.431;E1.43;5;Niveau 5;FALSE;FALSE;;;Berceales
E1.432;E1.43;5;Niveau 5;FALSE;TRUE;Steppes méditerranéennes à Stipes;Formations méso- et thermoméditerranéennes d’Afrique du nord, de l’Espagne, de l’Italie, du sud de la France, de la Grèce, du sud des Balkans et d’Asie occidentale, dominées par de grandes graminées pérennes des genres [Stipa] ([Stipa lagascae], [Stipa offneri i.a]) ou [Piptatherum] ([Oryzopsis]), autres que les très grands [Stipa tenacissima] ou [Stipa gigantea].;Mediterranean feathergrass steppes
E1.433;E1.43;5;Niveau 5;FALSE;FALSE;;;Diss steppes
E1.434;E1.43;5;Niveau 5;FALSE;TRUE;Steppes à andropogonides;Steppes méso- et thermoméditerranéennes d’Afrique du nord, de l’Espagne, du sud de la France, de l’Italie et des îles de la Méditerranée centrale, de la Grèce, des Balkans et d’Asie occidentale, constituées par des graminées andropogonides cespiteuses telles que [Hyparrhenia hirta], [Andropogon distachyos], [Heteropogon contortus], [Dichanthium insculptum], [Dichanthium ischaemum] ([Andropogon ischaemum], [Bothriochloa ischaemum]) ou [Chrysopogon gryllus].;Andropogonid grass steppes
E1.4341;E1.434;6;Niveau 6;FALSE;FALSE;;;Iberian andropogonid grass steppes
E1.4342;E1.434;6;Niveau 6;FALSE;TRUE;Steppes provençales à andropogonides;Steppes méso- et thermoméditerranéennes du sud de la France, constituées par des graminées andropogonides cespiteuses telles que [Hyparrhenia hirta], [Andropogon distachyos], [Heteropogon contortus], [Dichanthium insculptum], [Dichanthium ischaemum] ou [Chrysopogon gryllus].;Provençal andropogonid grass steppes
E1.4343;E1.434;6;Niveau 6;FALSE;FALSE;;;Central Mediterranean andropogonid grass steppes
E1.4344;E1.434;6;Niveau 6;FALSE;FALSE;;;Helleno-Balkanic andropogonid grass steppes
E1.4345;E1.434;6;Niveau 6;FALSE;FALSE;;;Mediterraneo-Anatolian andropogonid grass steppes
E1.435;E1.43;5;Niveau 5;FALSE;FALSE;;;Andalusian fescue and oat grasslands
E1.4351;E1.435;6;Niveau 6;FALSE;FALSE;;;Calcicolous fescue and oat grasslands
E1.4352;E1.435;6;Niveau 6;FALSE;FALSE;;;Silicicolous fescue and oat grasslands
E1.4353;E1.435;6;Niveau 6;FALSE;FALSE;;;Carrascoy fescue and oat grasslands
E1.44;E1.4;4;Niveau 4;FALSE;TRUE;Steppes à Cannes;Formations méso-, thermo- et parfois supraméditerranéennes du bassin méditerranéen, physionomiquement dominées par des graminées très hautes, robustes, semblables à des Cannes, des genres [Imperata], [Saccharum], [Arundo], [Hemarthria].;Cane steppes
E1.45;E1.4;4;Niveau 4;FALSE;FALSE;;;Sub-Mediterranean [Artemisia] steppes
E1.5;E1;3;Niveau 3;FALSE;TRUE;Pelouses méditerranéo-montagnardes;Pelouses pérennes ouvertes, souvent riches en chaméphytes, surtout caractéristiques de l’étage des chênaies thermophiles de la péninsule Ibérique, du sud de la France, du sud de l’Italie, de la Grèce et des Balkans. Quelques-unes des plus vastes étendues restantes de pelouses ininterrompues d’Europe, d’une importance évidente en tant qu’habitats faunistiques, appartiennent à cette division. Elles sont entretenues par le fauchage et le pâturage extensif.;Mediterranean-montane grassland
E1.51;E1.5;4;Niveau 4;FALSE;TRUE;Steppes méditerranéo-montagnardes;Pelouses xérophiles éparses ou discontinues de [Stipa pennata], [Festuca auquieri] ([Festuca duriuscula]), [Festuca hervieri], [Koeleria vallesiana] ou [Sesleria albicans var. elegantissima] avec [Helianthemum apenninum], [Helianthemum canum], [Genista] spp., [Globularia] spp., [Ononis striata], [Euphorbia seguierana], [Potentilla crantzii], [Thymus dolomiticus], [Plantago argentea], [Rosa pimpinellifolia], [Dianthus sylvestris], [Lavandula angustifolia], [Aster alpinus], [Anthyllis] spp., [Carex humilis]. Ces steppes sont surtout développées dans les Causses, mais présentes aussi localement en Provence et dans le Languedoc, des Alpes à la Catalogne.;Mediterraneo-montane steppes
E1.511;E1.51;5;Niveau 5;FALSE;TRUE;Steppes méditerranéo-montagnardes à [Stipa];Steppes dominées par [Stipa pennata], avec [Festuca auquieri], [Koeleria vallesiana], [Brachypodium pinnatum], [Ononis striata], occupant de vastes étendues dans les Causses, et représentées localement sur des crêtes et des plateaux de Haute Provence, des Alpes sud-occidentales et des Corbières.;Mediterraneo-montane [Stipa] steppes
E1.512;E1.51;5;Niveau 5;FALSE;TRUE;Steppes méditerranéo-montagnardes à [Sesleria];Pelouses plus fermées dominées par [Sesleria albicans var. elegantissima] occupant habituellement des surfaces exiguës des pentes quelque peu ombragées, des corniches, des corridors rocheux et des bases des falaises retenant la neige, dans les Causses et autres montagnes basses de la périphérie méditerranéenne du sud de la France et de Catalogne, en particulier Montserrat, les Corbières, la montagne d'Alaric et la Provence occidentale.;Mediterraneo-montane [Sesleria] steppes
E1.513;E1.51;5;Niveau 5;FALSE;TRUE;Steppes méditerranéo-montagnardes à [Festuca-Koeleria];Pelouses steppiques méditerranéo-montagnardes pauvres en [Stipa pennata]. Ce sont pour la plupart des faciès de l’unité E1.511, dominés par [Festuca auquieri], [Koeleria vallesiana] ou [Carex humilis].;Mediterraneo-montane [Festuca-Koeleria] steppes
E1.514;E1.51;5;Niveau 5;FALSE;TRUE;Steppes méditerranéo-montagnardes à [Artemisia];Formations ouvertes comprenant [Artemisia alba] et [Hyssopus officinalis], riches en chaméphytes, des pentes abruptes et érodées des Causses. Elles hébergent notamment [Convolvulus cantabrica] et [Allium flavum]. Des formations similaires des Alpes sud-occidentales semblent être mieux classées parmi les pelouses steppiques subcontinentales (unité E1.24).;Mediterraneo-montane [Artemisia] steppes
E1.52;E1.5;4;Niveau 4;FALSE;TRUE;Steppes supraméditerranéennes et prairies à [Aphyllanthes];Pelouses drues ou semblables à des steppes, riches en chaméphytes, d’affinités méditerranéennes prononcées, formées comme un stade de dégradation des chênaies thermophiles caducifoliées ou des forêts à [Quercus rotundifolia], dans la ceinture supraméditerranéenne de la péninsule Ibérique, du sud de la France et de la Ligurie. Elles peuvent représenter un faciès des garrigues supraméditerranéennes (F6.6) et des landes-hérisson (F7.4).;[Aphyllanthes] grassland and supra-Mediterranean steppes
E1.53;E1.5;4;Niveau 4;TRUE;FALSE;;;Iberian [Festuca] frost-influenced grassland
E1.54;E1.5;4;Niveau 4;TRUE;FALSE;;;Central and southern Apennine dry grassland
E1.55;E1.5;4;Niveau 4;FALSE;FALSE;;;Eastern sub-Mediterranean dry grassland
E1.551;E1.55;5;Niveau 5;FALSE;FALSE;;;Lowland savory-chrysopogon dry grasslands
E1.5511;E1.551;6;Niveau 6;FALSE;FALSE;;;Helleno-Paeonian savory-chrysopogon dry grasslands
E1.5512;E1.551;6;Niveau 6;TRUE;FALSE;;;Dalmatian savory-chrysopogon dry grasslands
E1.55121;E1.5512;7;Niveau 7;TRUE;FALSE;;;Dalmatian savory-fescue-hairgrass grasslands
E1.55122;E1.5512;7;Niveau 7;FALSE;FALSE;;;Dalmatian sage-feathergrass grasslands
E1.55123;E1.5512;7;Niveau 7;TRUE;FALSE;;;Dalmatian asphodel-chrysopogon grasslands
E1.55124;E1.5512;7;Niveau 7;FALSE;FALSE;;;Dalmatian thrift grasslands
E1.55125;E1.5512;7;Niveau 7;FALSE;FALSE;;;Dalmatian [Aethionema] grasslands
E1.55126;E1.5512;7;Niveau 7;FALSE;FALSE;;;Dalmatian fescue grasslands
E1.552;E1.55;5;Niveau 5;TRUE;FALSE;;;Mountain savory-chrysopogon dry grasslands
E1.5521;E1.552;6;Niveau 6;TRUE;FALSE;;;Rock knapweed-dwarf sedge grasslands
E1.5522;E1.552;6;Niveau 6;FALSE;FALSE;;;Savory-edraianthus grasslands
E1.5523;E1.552;6;Niveau 6;FALSE;FALSE;;;Mucronated sedge grasslands
E1.5524;E1.552;6;Niveau 6;FALSE;FALSE;;;Triestine knapweed-chrysopogon grasslands
E1.5525;E1.552;6;Niveau 6;FALSE;FALSE;;;Silky greenwood-[Sesleria] grasslands
E1.553;E1.55;5;Niveau 5;FALSE;FALSE;;;Viper's grass dry grasslands
E1.5531;E1.553;6;Niveau 6;FALSE;FALSE;;;Viper's grass-lime sieglinglia grasslands
E1.5532;E1.553;6;Niveau 6;TRUE;FALSE;;;Spurge-chrysopogon grasslands
E1.5533;E1.553;6;Niveau 6;TRUE;FALSE;;;Restharrow-brome grasslands
E1.5534;E1.553;6;Niveau 6;TRUE;FALSE;;;Viper's grass-catsear grasslands
E1.5535;E1.553;6;Niveau 6;FALSE;FALSE;;;Lousewort-dwarf sedge grasslands
E1.5536;E1.553;6;Niveau 6;TRUE;FALSE;;;Croatian fescue-meadowgrass grasslands
E1.5537;E1.553;6;Niveau 6;TRUE;FALSE;;;Cleistogenes grasslands
E1.554;E1.55;5;Niveau 5;TRUE;FALSE;;;Bosnian dolomite grasslands
E1.6;E1;3;Niveau 3;FALSE;TRUE;Pelouses à annuelles subnitrophiles;Terrains dominées par des graminées et des herbacées annuelles, sur des sols légèrement enrichis en nitrates, des zones méso- et thermoméditerranéennes. Les espèces caractéristiques sont des genres [Bromus], [Aegilops], [Avena], [Vulpia], des Crucifères et des Légumineuses. Ces annuelles se développent comme des pionnières sur des sols nus légèrement nitrifiés par l’aération ou l’addition de matières organiques, le long des routes, sur des remblais et dans les espaces interstitiels des cultures. Elles remplacent aussi la végétation oligotrophe annuelle des pelouses xériques méditerranéennes (E1.3) sous l’influence des activités culturales. Les prairies annuelles subnitrophiles sont répandues comme formations de succession post-culturale. La recolonisation ligneuse peut conduire à des maquis (F5) ou des garrigues (F6).;Subnitrophilous annual grassland
E1.61;E1.6;4;Niveau 4;FALSE;TRUE;Communautés méditerranéennes à graminées subnitrophiles;Formations graminoïdes avec [Bromus fasciculatus], [Bromus madritensis], [Bromus intermedius], [Bromus alopecuros], [Bromus rubens], [Bromus hordeaceus], [Bromus tectorum], [Aegilops neglecta], [Aegilops geniculata], [Aegilops triuncialis], [Aegilops ventricosa], [Taeniatherum caput-medusae], [Avena sterilis], [Avena barbata], [Lagurus ovatus], [Lolium rigidum], [Vulpia ciliata], [Vulpia bromoides], [Vulpia geniculata], [Lamarckia aurea], [Trisetum paniceum], [Cynosurus echinatus], [Stipa capensis], et avec [Scandix australis], [Astragalus scorpioides], [Trifolium cherleri], [Trifolium hirtum], [Trifolium striatum], [Trifolium campestre], [Trifolium arvense], [Trifolium glomeratum], [Vicia lutea], [Medicago rigidula], [Medicago sativa], [Medicago littoralis], [Melilotus sulcata], [Coronilla scorpioides], [Filago minima], [Paronychia argentea]. Ces formations sont particulièrement répandues dans la péninsule Ibérique, dans le sud de l’Italie, dans les Balkans méditerranéens et en Grèce, où elles sont susceptibles d’occuper de vastes étendues post-culturales ou des pâturages extensifs. Elles sont également représentées localement dans le sud de la France et sur le littoral de l’Italie septentrionale.;Mediterranean subnitrophilous grass communities
E1.62;E1.6;4;Niveau 4;TRUE;FALSE;;;Meseta subnitrophilous crucifer communities
E1.63;E1.6;4;Niveau 4;FALSE;FALSE;;;Iberian southeastern subnitrophilous herb communities
E1.64;E1.6;4;Niveau 4;FALSE;FALSE;;;Eastern Mediterranean subnitrophilous herb communities
E1.7;E1;3;Niveau 3;FALSE;TRUE;Pelouses sèches, acides et neutres fermées non-méditerranéennes;"Pelouses pérennes fermées, sèches ou mésophiles, occupant des sols acides dans les régions planitiaires à montagnardes atlantiques ou subatlantiques d’Europe septentrionale, d’Europe moyenne et de l’ouest de la péninsule Ibérique, avec [Nardus stricta], [Festuca filiformis] ([Festuca tenuifolia]), [Festuca ovina], [Festuca rubra], [Agrostis capillaris], [Danthonia decumbens], [Anthoxanthum odoratum], [Deschampsia flexuosa], [Poa angustifolia], [Galium saxatile], [Polygala vulgaris], [Viola canina], [Meum athamanticum], [Arnica montana], [Centaurea nigra], [Dianthus deltoides], [Gentianella campestris], [Chamaespartium sagittale], [Jasione laevis], [Potentilla erecta], [Carex pilulifera]. N’importe laquelle de ces herbacées peut dominer ou co-dominer des faciès distinctifs ; [Calamagrostis epigejos] ou [Carex arenaria] peuvent aussi envahir et dominer certaines formations.";Closed non-Mediterranean dry acid and neutral grassland
